Date,jd,Body,EclType,Mag
758-Sep-22,1998178.00,L,P,1.15
758-Oct-07,1998192.00,S,p,0.06
759-Mar-18,1998354.00,L,T,2.54
759-Apr-02,1998370.00,S,p,0.04
759-Sep-11,1998532.00,L,T,2.43
760-Mar-06,1998708.00,L,P,1.92
761-Feb-24,1999064.00,L,N,0.64
761-Jul-22,1999212.00,L,N,0.09
761-Aug-05,1999226.00,S,p,0.77
761-Aug-20,1999240.00,L,N,0.49
762-Jan-15,1999388.00,L,P,1.36
762-Jul-11,1999566.00,L,P,1.44
763-Jan-04,1999742.00,L,T,2.58
763-Jun-30,1999920.00,L,T,2.86
763-Dec-25,2000098.00,L,P,1.84
764-Jun-04,2000260.00,S,p,0.82
764-Jun-18,2000274.00,L,P,1.46
765-May-10,2000600.00,L,N,0.93
765-Nov-02,2000776.00,L,N,0.96
766-Apr-29,2000954.00,L,T,2.26
766-Oct-22,2001130.00,L,T,2.29
766-Nov-07,2001146.00,S,p,0.21
767-Apr-19,2001308.00,L,T,2.04
768-Mar-23,2001648.00,S,p,0.31
768-Apr-07,2001662.00,L,N,0.63
768-Sep-01,2001810.00,L,N,0.02
768-Oct-01,2001840.00,L,N,0.89
769-Feb-25,2001986.00,L,P,1.16
769-Aug-22,2002164.00,L,P,1.25
770-Feb-14,2002340.00,L,T,2.52
770-Aug-25,2002532.00,S,p,0.16
771-Dec-26,2003020.00,L,N,0.07
772-Jan-25,2003050.00,L,N,0.67
772-Jun-20,2003198.00,L,N,0.32
772-Jul-05,2003212.00,S,p,0.19
772-Dec-15,2003376.00,L,P,1.24
773-Jun-09,2003552.00,L,P,1.79
773-Dec-04,2003730.00,L,T,2.49
774-Nov-23,2004084.00,L,P,2.08
775-May-04,2004246.00,S,p,0.04
775-May-20,2004262.00,L,P,1.13
775-Oct-29,2004424.00,S,p,0.88
776-Apr-08,2004586.00,L,P,1.08
777-Mar-29,2004940.00,L,T,2.43
777-Sep-22,2005118.00,L,T,2.36
778-Mar-18,2005294.00,L,P,2.01
778-Sep-11,2005472.00,L,P,2.00
779-Feb-05,2005618.00,L,N,0.06
779-Aug-16,2005810.00,S,p,0.00
779-Aug-31,2005826.00,L,N,0.59
780-Feb-10,2005988.00,S,p,0.41
780-Aug-05,2006166.00,S,p,0.03
781-Jan-15,2006328.00,L,T,2.57
782-Jan-04,2006682.00,L,P,1.85
782-Jun-29,2006858.00,L,P,1.60
782-Dec-24,2007036.00,L,N,0.53
783-Nov-14,2007362.00,L,N,0.94
783-Nov-29,2007376.00,S,p,0.92
784-May-09,2007538.00,L,T,2.13
784-Nov-02,2007716.00,L,T,2.27
785-Oct-22,2008070.00,L,T,2.16
787-Mar-08,2008572.00,L,P,1.08
787-Sep-16,2008764.00,S,p,0.67
788-Feb-26,2008926.00,L,T,2.47
788-Aug-21,2009104.00,L,T,2.51
789-Jan-31,2009266.00,S,p,0.44
789-Feb-14,2009280.00,L,P,1.94
789-Aug-10,2009458.00,L,P,1.91
790-Jan-06,2009606.00,L,N,0.06
790-Jan-20,2009620.00,S,p,0.33
790-Jul-30,2009812.00,L,N,0.57
791-Jun-20,2010136.00,L,P,1.65
791-Jul-06,2010152.00,S,p,0.20
791-Dec-15,2010314.00,L,T,2.48
792-Jun-09,2010492.00,L,T,2.64
792-Dec-03,2010668.00,L,T,2.10
793-Nov-22,2011022.00,L,N,0.86
794-May-04,2011186.00,S,p,0.65
794-Oct-13,2011348.00,L,P,1.06
796-Sep-21,2012056.00,L,T,2.07
797-Mar-17,2012234.00,L,N,0.79
798-Feb-05,2012558.00,L,P,1.30
798-Aug-01,2012736.00,L,P,1.16
799-Jul-21,2013090.00,L,T,2.58
800-Jan-15,2013268.00,L,P,1.86
801-Jan-04,2013622.00,L,N,0.54
801-May-31,2013770.00,L,N,0.67
801-Jun-15,2013784.00,S,p,0.10
801-Jun-29,2013798.00,L,N,0.43
802-Nov-13,2014300.00,L,T,2.25
803-May-10,2014478.00,L,T,2.30
803-Nov-03,2014656.00,L,T,2.19
804-Apr-28,2014832.00,L,N,0.89
804-Oct-22,2015010.00,L,N,0.96
805-Mar-19,2015158.00,L,N,1.00
805-Sep-12,2015334.00,L,P,1.08
806-Mar-08,2015512.00,L,T,2.40
806-Sep-02,2015690.00,L,T,2.41
807-Feb-26,2015866.00,L,T,1.99
807-Aug-22,2016044.00,L,P,2.03
808-Jan-31,2016206.00,S,p,0.66
808-Feb-15,2016220.00,L,N,0.73
808-Jul-11,2016368.00,L,N,0.06
808-Jul-27,2016384.00,S,p,0.21
808-Aug-10,2016398.00,L,N,0.70
809-Jan-05,2016546.00,L,P,1.22
809-Jul-16,2016738.00,S,p,0.56
809-Dec-25,2016900.00,L,T,2.46
810-Jun-20,2017076.00,L,T,2.78
810-Nov-30,2017240.00,S,p,0.28
810-Dec-14,2017254.00,L,T,2.11
811-Jun-10,2017432.00,L,P,1.40
811-Dec-04,2017608.00,L,N,0.87
812-May-14,2017770.00,S,p,0.69
812-Oct-24,2017934.00,L,P,1.04
813-Apr-19,2018110.00,L,T,2.17
813-May-04,2018126.00,S,p,0.28
813-Oct-13,2018288.00,L,T,2.27
814-Apr-08,2018464.00,L,T,2.23
815-Mar-29,2018820.00,L,N,0.88
815-Sep-07,2018982.00,S,p,0.37
816-Feb-17,2019144.00,L,P,1.26
816-Aug-11,2019320.00,L,N,1.03
817-Feb-05,2019498.00,L,T,2.52
817-Aug-01,2019676.00,L,T,2.45
819-Jun-12,2020356.00,L,N,0.53
819-Jun-26,2020370.00,S,p,0.74
819-Dec-05,2020532.00,L,N,0.93
820-May-31,2020710.00,L,P,1.86
820-Nov-23,2020886.00,L,T,2.25
821-May-20,2021064.00,L,T,2.44
822-Apr-25,2021404.00,S,p,0.90
822-May-10,2021418.00,L,N,1.03
822-Nov-03,2021596.00,L,P,0.98
823-Sep-24,2021920.00,L,N,1.01
824-Mar-18,2022096.00,L,T,2.32
824-Sep-26,2022288.00,S,p,0.28
825-Mar-08,2022452.00,L,T,2.05
826-Jan-27,2022776.00,L,N,0.01
827-Jan-17,2023132.00,L,P,1.19
828-Jan-06,2023486.00,L,T,2.45
828-Dec-25,2023840.00,L,T,2.12
829-Jun-20,2024016.00,L,P,1.53
829-Nov-30,2024180.00,S,p,0.26
830-May-11,2024342.00,L,N,0.66
831-Apr-30,2024696.00,L,P,2.03
831-Oct-25,2024874.00,L,T,2.24
832-Apr-18,2025050.00,L,T,2.35
832-Oct-13,2025228.00,L,T,2.17
833-Sep-17,2025566.00,S,p,0.11
833-Oct-02,2025582.00,L,N,0.81
834-Feb-27,2025730.00,L,P,1.21
834-Mar-14,2025744.00,S,p,0.81
834-Aug-23,2025906.00,L,N,0.92
834-Sep-07,2025922.00,S,p,0.39
835-Feb-17,2026084.00,L,T,2.47
836-Feb-06,2026438.00,L,P,1.92
836-Jul-31,2026614.00,L,T,1.99
837-Jan-25,2026792.00,L,N,0.58
837-Dec-16,2027118.00,L,N,0.92
837-Dec-31,2027132.00,S,p,0.37
838-Jun-11,2027294.00,L,P,1.71
838-Dec-05,2027472.00,L,T,2.24
839-Nov-24,2027826.00,L,T,2.21
840-May-05,2027988.00,S,p,0.55
841-Apr-09,2028328.00,L,N,0.80
841-Oct-18,2028520.00,S,p,0.27
842-Sep-23,2028860.00,L,T,2.25
843-Mar-19,2029036.00,L,T,2.13
843-Sep-12,2029214.00,L,T,2.24
844-Feb-22,2029376.00,S,p,0.31
844-Mar-08,2029392.00,L,N,0.83
844-Aug-31,2029568.00,L,N,0.92
845-Jul-22,2029892.00,L,P,1.27
846-Jan-16,2030070.00,L,T,2.42
846-Dec-22,2030410.00,S,p,0.36
847-Jan-05,2030424.00,L,T,2.13
847-Dec-25,2030778.00,L,N,0.89
848-May-22,2030928.00,L,N,0.51
848-Jun-05,2030942.00,S,p,0.10
848-Nov-14,2031104.00,L,P,1.00
849-May-11,2031282.00,L,P,1.88
850-Apr-30,2031636.00,L,T,2.48
850-Oct-24,2031812.00,L,T,2.21
851-Apr-05,2031976.00,S,p,0.09
851-Apr-19,2031990.00,L,P,1.10
851-Oct-14,2032168.00,L,N,0.86
852-Mar-09,2032314.00,L,P,1.14
853-Feb-27,2032670.00,L,T,2.41
853-Aug-22,2032846.00,L,T,2.23
854-Feb-16,2033024.00,L,P,1.96
854-Aug-12,2033200.00,L,T,2.10
855-Feb-06,2033378.00,L,N,0.62
855-Aug-01,2033554.00,L,N,0.80
856-Jun-22,2033880.00,L,P,1.57
856-Dec-15,2034056.00,L,T,2.24
856-Dec-31,2034072.00,S,p,0.01
857-Dec-05,2034412.00,L,T,2.21
858-May-31,2034588.00,L,P,1.34
858-Nov-24,2034766.00,L,P,1.00
859-Apr-21,2034914.00,L,N,0.69
859-May-06,2034928.00,S,p,0.00
859-Oct-15,2035090.00,L,N,0.91
860-Apr-09,2035268.00,L,T,2.13
860-Oct-03,2035444.00,L,T,2.19
861-Sep-22,2035798.00,L,T,2.32
862-Mar-04,2035962.00,S,p,0.70
862-Mar-19,2035976.00,L,N,0.90
862-Sep-12,2036154.00,L,N,1.01
863-Feb-07,2036302.00,L,P,1.12
863-Aug-03,2036478.00,L,P,1.16
863-Aug-18,2036494.00,S,p,0.64
864-Jan-27,2036656.00,L,T,2.39
864-Jul-22,2036832.00,L,T,2.49
865-Jan-15,2037010.00,L,T,2.15
866-Jan-05,2037364.00,L,N,0.90
866-Jun-16,2037526.00,S,p,0.58
866-Jul-01,2037542.00,L,N,0.32
866-Nov-26,2037690.00,L,P,1.00
867-Jun-06,2037882.00,S,p,0.67
867-Nov-15,2038044.00,L,T,2.21
869-Apr-29,2038574.00,L,P,1.22
869-Oct-09,2038738.00,S,p,0.37
870-Sep-13,2039076.00,L,N,0.74
871-Mar-10,2039254.00,L,T,2.35
871-Sep-02,2039430.00,L,T,2.13
873-Jul-13,2040110.00,L,N,0.14
873-Jul-28,2040126.00,S,p,0.57
873-Aug-12,2040140.00,L,N,0.90
874-Jan-06,2040288.00,L,N,0.91
874-Dec-26,2040642.00,L,T,2.23
875-Jun-22,2040820.00,L,T,2.85
875-Dec-16,2040996.00,L,T,2.22
876-May-27,2041160.00,S,p,0.63
876-Jun-10,2041174.00,L,P,1.50
876-Dec-05,2041352.00,L,P,1.01
877-May-31,2041528.00,L,N,0.15
877-Oct-26,2041676.00,L,N,0.88
878-Apr-20,2041852.00,L,T,2.02
879-Apr-10,2042208.00,L,T,2.31
881-Feb-18,2042888.00,L,P,1.07
882-Feb-07,2043242.00,L,T,2.35
882-Aug-03,2043418.00,L,T,2.37
883-Jan-27,2043596.00,L,T,2.18
883-Jul-23,2043772.00,L,P,1.93
884-Jan-02,2043936.00,S,p,0.24
884-Jun-12,2044098.00,L,N,0.20
885-Jun-01,2044452.00,L,P,1.56
885-Jun-16,2044466.00,S,p,0.24
885-Nov-26,2044630.00,L,T,2.20
886-May-21,2044806.00,L,T,2.76
886-Nov-15,2044984.00,L,T,2.25
887-Nov-04,2045338.00,L,N,0.93
888-Apr-15,2045500.00,S,p,0.28
888-Apr-29,2045514.00,L,N,0.07
888-Sep-24,2045662.00,L,N,0.67
888-Oct-09,2045678.00,S,p,0.30
889-Mar-21,2045840.00,L,T,2.26
889-Apr-04,2045854.00,S,p,0.30
890-Mar-10,2046194.00,L,T,2.09
890-Aug-19,2046356.00,S,p,0.30
890-Sep-02,2046370.00,L,T,2.29
891-Feb-27,2046548.00,L,N,0.73
891-Aug-08,2046710.00,S,p,0.44
892-Jan-18,2046874.00,L,N,0.89
892-Feb-02,2046888.00,S,p,0.95
892-Jul-13,2047050.00,L,P,1.29
893-Jul-03,2047406.00,L,T,2.70
893-Dec-26,2047582.00,L,T,2.22
894-Jun-07,2047744.00,S,p,0.50
894-Jun-22,2047760.00,L,P,1.66
894-Dec-16,2047936.00,L,P,1.01
895-May-12,2048084.00,L,N,0.44
895-Nov-20,2048276.00,S,p,0.33
896-May-01,2048438.00,L,P,1.90
896-Oct-25,2048616.00,L,T,2.10
897-Apr-20,2048792.00,L,T,2.42
897-Oct-14,2048970.00,L,T,2.44
898-Apr-10,2049148.00,L,P,1.07
898-Oct-03,2049324.00,L,P,1.14
899-Mar-15,2049486.00,S,p,0.11
899-Aug-24,2049648.00,L,P,0.96
900-Feb-18,2049826.00,L,T,2.29
901-Jan-23,2050166.00,S,p,0.50
901-Feb-06,2050180.00,L,T,2.22
901-Aug-03,2050358.00,L,T,2.05
902-Jan-26,2050534.00,L,N,0.95
902-Jun-24,2050682.00,L,N,0.04
902-Dec-17,2050858.00,L,P,0.99
903-Jun-12,2051036.00,L,P,1.40
903-Dec-07,2051214.00,L,T,2.19
904-Jun-01,2051390.00,L,T,2.83
904-Nov-10,2051552.00,S,p,0.18
904-Nov-25,2051568.00,L,T,2.26
905-May-07,2051730.00,S,p,0.05
905-Nov-15,2051922.00,L,N,0.95
906-Apr-11,2052070.00,L,N,0.86
906-Apr-26,2052084.00,S,p,0.59
907-Sep-24,2052600.00,L,P,1.99
908-Mar-20,2052778.00,L,T,2.17
908-Sep-13,2052956.00,L,T,2.37
909-Mar-10,2053134.00,L,N,0.81
909-Sep-02,2053310.00,L,P,1.09
910-Jul-25,2053636.00,L,P,1.16
911-Jan-17,2053812.00,L,T,2.21
911-Feb-02,2053828.00,S,p,0.41
912-Dec-26,2054520.00,L,P,1.01
913-May-23,2054668.00,L,N,0.31
913-Jun-07,2054684.00,S,p,0.50
913-Nov-16,2054846.00,L,N,0.83
914-Nov-05,2055200.00,L,P,2.07
914-Nov-20,2055214.00,S,p,0.66
915-May-02,2055378.00,L,T,2.53
915-Oct-25,2055554.00,L,T,2.48
916-Apr-05,2055716.00,S,p,0.41
916-Apr-20,2055732.00,L,P,1.18
916-Oct-14,2055908.00,L,P,1.19
917-Mar-11,2056056.00,L,N,0.92
917-Sep-04,2056234.00,L,N,0.88
917-Sep-19,2056248.00,S,p,0.81
918-Feb-28,2056410.00,L,T,2.22
918-Aug-24,2056588.00,L,T,2.17
919-Feb-17,2056764.00,L,T,2.27
920-Feb-07,2057120.00,L,N,0.98
920-Jul-18,2057282.00,S,p,0.14
920-Aug-02,2057296.00,L,N,0.72
920-Dec-28,2057444.00,L,P,0.98
921-Jun-23,2057622.00,L,P,1.24
921-Jul-08,2057636.00,S,p,0.61
921-Dec-17,2057798.00,L,T,2.19
923-Jun-01,2058330.00,L,P,1.63
923-Nov-11,2058492.00,S,p,0.92
924-Oct-15,2058832.00,L,N,0.57
925-Apr-11,2059010.00,L,T,2.06
925-Oct-04,2059186.00,L,P,1.94
926-Apr-01,2059364.00,L,T,2.27
927-Mar-06,2059704.00,S,p,0.24
927-Sep-14,2059896.00,L,P,1.17
928-Feb-08,2060042.00,L,N,0.83
928-Aug-18,2060234.00,S,p,0.52
929-Jan-28,2060398.00,L,T,2.19
929-Jul-24,2060574.00,L,T,2.41
930-Jan-17,2060752.00,L,T,2.25
930-Jun-29,2060914.00,S,p,0.10
930-Jul-13,2060928.00,L,P,1.98
931-Jul-02,2061282.00,L,N,0.61
931-Nov-28,2061432.00,L,N,0.82
931-Dec-12,2061446.00,S,p,0.35
932-May-22,2061608.00,L,P,1.64
932-Nov-16,2061786.00,L,P,2.05
933-Nov-05,2062140.00,L,T,2.51
934-May-02,2062318.00,L,P,1.29
935-Mar-23,2062642.00,L,N,0.82
935-Oct-14,2062848.00,L,N,0.04
936-Mar-11,2062996.00,L,T,2.14
936-Sep-04,2063174.00,L,T,2.09
936-Sep-18,2063188.00,S,p,0.18
937-Feb-28,2063350.00,L,T,2.33
937-Aug-24,2063528.00,L,T,2.26
938-Feb-03,2063690.00,S,p,0.77
938-Aug-14,2063882.00,L,N,0.84
939-Jan-08,2064030.00,L,P,0.97
939-Jul-19,2064222.00,S,p,0.76
939-Dec-29,2064384.00,L,T,2.18
940-Jun-22,2064560.00,L,T,2.53
940-Dec-17,2064738.00,L,T,2.27
941-Jun-12,2064916.00,L,P,1.77
941-Dec-06,2065092.00,L,N,0.97
942-Jun-01,2065270.00,L,N,0.45
942-Oct-27,2065418.00,L,N,0.54
943-Apr-23,2065596.00,L,P,1.95
943-May-07,2065610.00,S,p,0.90
944-Apr-11,2065950.00,L,T,2.38
944-Oct-04,2066126.00,L,T,2.50
945-Mar-31,2066304.00,L,N,1.00
945-Sep-09,2066466.00,S,p,0.74
946-Feb-19,2066628.00,L,N,0.78
946-Mar-06,2066644.00,S,p,0.53
946-Aug-15,2066806.00,L,N,0.92
947-Aug-04,2067160.00,L,T,2.27
948-Jan-29,2067338.00,L,T,2.27
948-Jul-09,2067500.00,S,p,0.05
948-Jul-23,2067514.00,L,T,2.13
949-Jan-17,2067692.00,L,P,1.03
949-Jul-13,2067868.00,L,N,0.76
949-Dec-08,2068016.00,L,N,0.81
950-Jun-03,2068194.00,L,P,1.51
950-Nov-27,2068370.00,L,P,2.04
951-May-23,2068548.00,L,T,2.79
951-Nov-16,2068724.00,L,T,2.53
952-Nov-04,2069078.00,L,P,1.26
953-Apr-16,2069242.00,S,p,0.44
953-Sep-25,2069404.00,L,N,0.76
955-Sep-05,2070114.00,L,T,2.36
956-Feb-28,2070290.00,L,P,1.08
957-Jan-19,2070616.00,L,N,0.96
957-Jul-14,2070792.00,L,N,0.94
958-Jan-08,2070970.00,L,T,2.17
958-Jul-03,2071146.00,L,T,2.38
958-Dec-13,2071308.00,S,p,0.20
958-Dec-29,2071324.00,L,T,2.28
959-Dec-18,2071678.00,L,N,0.98
960-May-13,2071826.00,L,N,0.50
960-May-28,2071840.00,S,p,0.56
960-Jun-12,2071856.00,L,N,0.58
961-Oct-26,2072356.00,L,P,1.87
962-Apr-22,2072534.00,L,T,2.51
962-Oct-16,2072712.00,L,T,2.54
963-Apr-11,2072888.00,L,P,1.12
963-Oct-05,2073066.00,L,P,1.28
964-Aug-26,2073392.00,L,N,0.81
965-Feb-18,2073568.00,L,T,2.11
965-Mar-06,2073584.00,S,p,0.51
965-Aug-15,2073746.00,L,T,2.15
966-Aug-04,2074100.00,L,T,2.27
967-Jan-29,2074278.00,L,P,1.05
967-Jul-10,2074440.00,S,p,0.78
967-Dec-19,2074602.00,L,N,0.80
968-Dec-07,2074956.00,L,P,2.02
968-Dec-22,2074970.00,S,p,0.21
969-Jun-03,2075134.00,L,T,2.73
969-Nov-26,2075310.00,L,T,2.54
970-May-08,2075472.00,S,p,0.19
970-May-23,2075488.00,L,P,1.54
970-Nov-16,2075664.00,L,P,1.28
971-Apr-13,2075812.00,L,N,0.60
971-Oct-07,2075990.00,L,N,0.71
971-Oct-22,2076004.00,S,p,0.86
971-Nov-05,2076018.00,L,N,0.11
972-Apr-01,2076166.00,L,P,1.93
972-Sep-25,2076344.00,L,P,1.95
973-Mar-21,2076520.00,L,T,2.48
974-Mar-11,2076876.00,L,P,1.15
974-Sep-04,2077052.00,L,N,1.04
975-Jul-26,2077378.00,L,N,0.80
976-Jan-19,2077554.00,L,T,2.15
977-Jul-03,2078086.00,L,T,2.04
977-Dec-13,2078248.00,S,p,0.43
978-Jun-08,2078426.00,S,p,0.13
978-Nov-17,2078588.00,L,N,0.50
979-May-14,2078766.00,L,P,1.68
979-Nov-07,2078942.00,L,P,1.85
980-May-03,2079120.00,L,T,2.64
980-Oct-26,2079296.00,L,T,2.57
981-Apr-07,2079460.00,S,p,0.13
981-Apr-22,2079474.00,L,P,1.25
981-Oct-16,2079652.00,L,P,1.32
982-Mar-12,2079798.00,L,N,0.65
982-Sep-20,2079990.00,S,p,0.79
983-Mar-02,2080154.00,L,T,2.05
984-Feb-19,2080508.00,L,T,2.34
985-Aug-03,2081038.00,L,P,1.04
985-Dec-30,2081188.00,L,N,0.79
986-Jun-24,2081364.00,L,P,1.24
986-Dec-19,2081542.00,L,P,2.01
987-Dec-08,2081896.00,L,T,2.55
988-Jun-03,2082074.00,L,P,1.68
989-Apr-24,2082398.00,L,N,0.47
989-Nov-16,2082604.00,L,N,0.13
990-Apr-13,2082752.00,L,P,1.81
990-Oct-07,2082930.00,L,P,1.90
990-Oct-21,2082944.00,S,p,0.58
991-Apr-02,2083106.00,L,T,2.58
991-Sep-26,2083284.00,L,T,2.50
992-Mar-07,2083446.00,S,p,0.80
992-Sep-14,2083638.00,L,P,1.13
993-Feb-09,2083786.00,L,N,0.90
993-Feb-24,2083800.00,S,p,0.02
993-Mar-11,2083816.00,L,N,0.01
993-Aug-20,2083978.00,S,p,0.76
995-Jan-19,2084494.00,L,T,2.31
995-Jul-15,2084672.00,L,T,2.18
996-Jan-08,2084848.00,L,N,1.00
996-Jul-03,2085026.00,L,N,0.85
996-Nov-28,2085174.00,L,N,0.49
997-May-25,2085352.00,L,P,1.54
998-Nov-06,2085882.00,L,T,2.59
999-Oct-12,2086222.00,S,p,0.42
999-Oct-27,2086236.00,L,P,1.36
1000-Mar-23,2086384.00,L,N,0.57
1000-Apr-07,2086398.00,S,p,0.66
1000-Sep-16,2086560.00,L,N,0.63
1000-Oct-16,2086590.00,L,N,0.03
1001-Sep-05,2086914.00,L,P,1.93
1002-Mar-02,2087092.00,L,T,2.40
1002-Aug-25,2087268.00,L,T,2.52
1003-Feb-19,2087446.00,L,P,1.11
1003-Aug-14,2087622.00,L,P,1.16
1004-Jan-10,2087772.00,L,N,0.77
1004-Jul-05,2087948.00,L,P,1.11
1004-Jul-20,2087964.00,S,p,0.21
1004-Dec-29,2088126.00,L,P,2.00
1005-Jan-13,2088140.00,S,p,0.69
1005-Jun-24,2088302.00,L,T,2.46
1005-Dec-18,2088480.00,L,T,2.56
1006-Dec-07,2088834.00,L,P,1.30
1007-May-19,2088996.00,S,p,0.91
1007-Jun-03,2089012.00,L,N,0.33
1007-Oct-28,2089158.00,L,N,0.65
1008-Oct-17,2089514.00,L,P,1.86
1009-Oct-07,2089868.00,L,T,2.56
1010-Apr-01,2090044.00,L,P,1.32
1011-Feb-21,2090370.00,L,N,0.85
1011-Aug-16,2090546.00,L,N,0.56
1012-Feb-10,2090724.00,L,T,2.09
1012-Aug-04,2090900.00,L,P,1.99
1013-Jan-30,2091080.00,L,T,2.33
1014-Jan-19,2091434.00,L,N,1.03
1014-Jun-15,2091580.00,L,N,0.10
1014-Jul-15,2091610.00,L,P,0.98
1015-Jun-19,2091950.00,S,p,0.61
1015-Nov-28,2092112.00,L,P,1.83
1016-May-24,2092290.00,L,T,2.82
1017-May-13,2092644.00,L,P,1.54
1017-Nov-06,2092820.00,L,P,1.38
1018-May-02,2092998.00,L,N,0.20
1018-Sep-27,2093146.00,L,N,0.56
1019-Mar-23,2093322.00,L,P,1.90
1019-Apr-08,2093338.00,S,p,0.77
1019-Sep-17,2093500.00,L,P,1.84
1020-Sep-05,2093854.00,L,T,2.63
1021-Mar-02,2094032.00,L,P,1.16
1021-Aug-11,2094194.00,S,p,0.18
1022-Jan-20,2094356.00,L,N,0.74
1022-Aug-14,2094562.00,L,N,0.01
1023-Jan-09,2094710.00,L,P,1.98
1023-Jul-06,2094888.00,L,T,2.33
1023-Dec-29,2095064.00,L,T,2.57
1024-Jun-09,2095228.00,S,p,0.01
1024-Jun-24,2095242.00,L,P,1.95
1024-Dec-18,2095420.00,L,P,1.30
1025-Jun-14,2095598.00,L,N,0.47
1025-Nov-23,2095760.00,S,p,0.51
1025-Dec-07,2095774.00,L,N,0.15
1026-May-04,2095922.00,L,P,1.53
1026-Oct-28,2096098.00,L,P,1.84
1027-Apr-23,2096276.00,L,T,2.81
1028-Apr-12,2096630.00,L,P,1.42
1028-Oct-06,2096808.00,L,P,1.26
1029-Apr-01,2096984.00,L,N,0.17
1029-Aug-26,2097132.00,L,N,0.46
1030-Feb-21,2097310.00,L,T,2.04
1030-Aug-16,2097486.00,L,P,1.88
1031-Aug-05,2097840.00,L,T,2.42
1032-Jan-15,2098004.00,S,p,0.65
1032-Jul-10,2098180.00,S,p,0.11
1032-Dec-19,2098342.00,L,N,0.49
1033-Jun-15,2098520.00,L,P,1.25
1033-Jun-29,2098534.00,S,p,0.92
1033-Dec-09,2098698.00,L,P,1.83
1034-Jun-04,2098874.00,L,T,2.67
1034-Nov-28,2099052.00,L,T,2.62
1035-May-25,2099230.00,L,P,1.70
1036-May-13,2099584.00,L,N,0.34
1036-Oct-22,2099746.00,S,p,0.73
1036-Nov-06,2099760.00,L,N,0.07
1037-Apr-03,2099908.00,L,P,1.81
1038-Mar-23,2100262.00,L,T,2.54
1039-Aug-22,2100780.00,S,p,0.41
1039-Sep-05,2100794.00,L,P,1.37
1040-Feb-15,2100956.00,S,p,0.15
1040-Jul-26,2101118.00,L,N,0.87
1040-Aug-25,2101148.00,L,N,0.11
1041-Jan-20,2101296.00,L,P,1.95
1042-Jan-09,2101650.00,L,T,2.58
1042-Jul-06,2101828.00,L,T,2.09
1042-Dec-29,2102004.00,L,P,1.31
1043-May-26,2102152.00,L,N,0.03
1043-Nov-19,2102330.00,L,N,0.62
1043-Dec-19,2102360.00,L,N,0.15
1044-May-14,2102506.00,L,P,1.39
1044-Nov-22,2102698.00,S,p,0.36
1045-May-03,2102860.00,L,T,2.80
1045-Oct-28,2103038.00,L,T,2.63
1046-Apr-09,2103202.00,S,p,0.62
1046-Oct-17,2103392.00,L,P,1.31
1047-Mar-14,2103540.00,L,N,0.73
1047-Mar-29,2103556.00,S,p,0.16
1047-Apr-13,2103570.00,L,N,0.26
1047-Sep-07,2103718.00,L,N,0.36
1047-Sep-22,2103732.00,S,p,0.12
1047-Oct-06,2103746.00,L,N,0.05
1049-Feb-05,2104234.00,S,p,0.16
1049-Feb-20,2104250.00,L,T,2.42
1049-Aug-16,2104426.00,L,T,2.53
1050-Feb-09,2104604.00,L,P,1.10
1050-Aug-05,2104780.00,L,P,1.21
1050-Dec-31,2104928.00,L,N,0.48
1051-Jun-27,2105106.00,L,P,1.11
1052-Dec-09,2105638.00,L,T,2.62
1053-Nov-13,2105976.00,S,p,0.64
1053-Nov-28,2105992.00,L,P,1.40
1054-Apr-24,2106138.00,L,N,0.26
1054-May-10,2106154.00,S,p,0.89
1054-Oct-19,2106316.00,L,N,0.46
1055-Oct-08,2106670.00,L,P,1.70
1056-Apr-03,2106848.00,L,T,2.63
1056-Sep-26,2107024.00,L,T,2.80
1057-Mar-23,2107202.00,L,P,1.30
1057-Sep-15,2107378.00,L,P,1.46
1058-Feb-11,2107528.00,L,N,0.66
1058-Aug-07,2107704.00,L,N,0.76
1059-Jan-31,2107882.00,L,P,1.91
1059-Feb-15,2107896.00,S,p,0.85
1059-Jul-27,2108058.00,L,T,2.08
1060-Jan-20,2108236.00,L,T,2.60
1061-Jan-08,2108590.00,L,P,1.32
1061-Jun-20,2108752.00,S,p,0.59
1061-Jul-05,2108768.00,L,N,0.76
1061-Nov-30,2108916.00,L,N,0.62
1062-May-26,2109092.00,L,P,1.23
1062-Nov-19,2109270.00,L,P,1.80
1063-Nov-09,2109624.00,L,T,2.66
1064-May-03,2109800.00,L,P,1.66
1064-Oct-28,2109978.00,L,P,1.35
1065-Mar-25,2110126.00,L,N,0.64
1066-Mar-14,2110480.00,L,P,1.91
1066-Sep-06,2110656.00,L,P,1.70
1066-Sep-22,2110672.00,S,p,0.06
1067-Mar-04,2110836.00,L,T,2.48
1068-Feb-06,2111174.00,S,p,0.59
1068-Feb-21,2111190.00,L,P,1.15
1068-Aug-16,2111366.00,L,P,1.32
1069-Jul-21,2111706.00,S,p,0.44
1069-Dec-30,2111868.00,L,P,1.82
1071-Dec-10,2112578.00,L,P,1.40
1072-Jun-03,2112754.00,L,N,0.64
1072-Oct-29,2112902.00,L,N,0.42
1073-Apr-24,2113078.00,L,P,1.59
1073-Oct-19,2113256.00,L,P,1.65
1074-Oct-07,2113610.00,L,T,2.86
1075-Apr-04,2113788.00,L,P,1.39
1075-Sep-27,2113964.00,L,P,1.53
