sloka	pada	english	verb_part	speech_part	word_count	verb_count
4.42.20	अग्निनिकाशानाम्	blazing like fire	[('blazing', 'VBG')]	[[('blazing', 'VBG'), ('like', 'IN'), ('fire', 'NN')]]	3	1
3.24.17	अग्निनिकाशेन	blazing like fire	[('blazing', 'VBG')]	[[('blazing', 'VBG'), ('like', 'IN'), ('fire', 'NN')]]	3	1
1.5.23	अग्निमद्भिः	by brahmins worshipping the  sacrificial fire	[('worshipping', 'VBG')]	[[('by', 'IN'), ('brahmins', 'NNS'), ('worshipping', 'VBG'), ('the', 'DT'), ('sacrificial', 'JJ'), ('fire', 'NN')]]	6	1
5.39.53	अग्निमारुतकल्पौ	equal to fire and wind	[('fire', 'VB'), ('wind', 'VB')]	[[('equal', 'JJ'), ('to', 'TO'), ('fire', 'VB'), ('and', 'CC'), ('wind', 'VB')]]	5	2
2.65.29	अग्निमिव	like blazing fire	[('blazing', 'VBG')]	[[('like', 'IN'), ('blazing', 'VBG'), ('fire', 'NN')]]	3	1
2.66.1	अग्निमिव	like blazing fire	[('blazing', 'VBG')]	[[('like', 'IN'), ('blazing', 'VBG'), ('fire', 'NN')]]	3	1
2.42.11	अग्निम्	to fire	[('fire', 'VB')]	[[('to', 'TO'), ('fire', 'VB')]]	2	1
2.42.8	अग्निम्	of to fire	[('fire', 'VB')]	[[('of', 'IN'), ('to', 'TO'), ('fire', 'VB')]]	3	1
2.52.49	अग्निम्	into fire प्रवेक्ष्यामि I will enter	[('enter', 'VB')]	[[('into', 'IN'), ('fire', 'NN'), ('प्रवेक्ष्यामि', 'NN'), ('I', 'PRP'), ('will', 'MD'), ('enter', 'VB')]]	6	1
1.65.16	अग्निरूपः	resembling fire	[('resembling', 'VBG')]	[[('resembling', 'VBG'), ('fire', 'NN')]]	2	1
2.3.8	अग्निवर्चसाम्	shining like fire	[('shining', 'VBG')]	[[('shining', 'VBG'), ('like', 'IN'), ('fire', 'NN')]]	3	1
2.110.30	अग्निवर्णस्य	to Agnivarna	[('Agnivarna', 'VB')]	[[('to', 'TO'), ('Agnivarna', 'VB')]]	2	1
3.12.5	अग्निशरणम्	firesanctuary प्रविवेश entered	[('entered', 'VBD')]	[[('firesanctuary', 'JJ'), ('प्रविवेश', 'NN'), ('entered', 'VBD')]]	3	1
3.1.4	अग्निशरणैः	with fire sanctuaries स्रुग्भाण्डैः with wooden ladles for offering ghee अजिनैः with deerskins	[('स्रुग्भाण्डैः', 'VBP'), ('offering', 'VBG')]	[[('with', 'IN'), ('fire', 'NN'), ('sanctuaries', 'NNS'), ('स्रुग्भाण्डैः', 'VBP'), ('with', 'IN'), ('wooden', 'JJ'), ('ladles', 'NNS'), ('for', 'IN'), ('offering', 'VBG'), ('ghee', 'JJ'), ('अजिनैः', 'NN'), ('with', 'IN'), ('deerskins', 'NNS')]]	13	2
3.43.27	अग्निशिखोपमाम्	like flaming fires	[('flaming', 'VBG')]	[[('like', 'IN'), ('flaming', 'VBG'), ('fires', 'NNS')]]	3	1
5.58.152	अग्निसंवृतम्	set on fire	[('set', 'VBN')]	[[('set', 'VBN'), ('on', 'IN'), ('fire', 'NN')]]	3	1
1.45.20	अग्निसङ्काशम्	resembling fire	[('resembling', 'VBG')]	[[('resembling', 'VBG'), ('fire', 'NN')]]	2	1
3.51.15	अग्निसदृशम्	burning like fire	[('burning', 'VBG')]	[[('burning', 'VBG'), ('like', 'IN'), ('fire', 'NN')]]	3	1
2.103.28	अग्निसमस्य	of a man equivalent to fire	[('fire', 'VB')]	[[('of', 'IN'), ('a', 'DT'), ('man', 'NN'), ('equivalent', 'NN'), ('to', 'TO'), ('fire', 'VB')]]	6	1
1.36.18	अग्निसम्भवः	born from fire	[('born', 'VBN')]	[[('born', 'VBN'), ('from', 'IN'), ('fire', 'NN')]]	3	1
3.9.24	अग्निसम्योगवत्	like contact with fire हेतुः becomes a cause	[('becomes', 'VBZ')]	[[('like', 'IN'), ('contact', 'NN'), ('with', 'IN'), ('fire', 'NN'), ('हेतुः', 'NN'), ('becomes', 'VBZ'), ('a', 'DT'), ('cause', 'NN')]]	8	1
1.1.60	अग्निसाक्षिकं चैव	witnessed by Agni	[('witnessed', 'VBN')]	[[('witnessed', 'VBN'), ('by', 'IN'), ('Agni', 'NNP')]]	3	1
1.35.9	अग्निहोत्राणि हुत्वा	after lighting their sacrificial fires	[('lighting', 'VBG')]	[[('after', 'IN'), ('lighting', 'VBG'), ('their', 'PRP$'), ('sacrificial', 'JJ'), ('fires', 'NNS')]]	5	1
2.58.18	अग्न्यगारपरा भव	perform the rituals in the chamber of sacrificial fire	[('perform', 'VB')]	[[('perform', 'VB'), ('the', 'DT'), ('rituals', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('chamber', 'NN'), ('of', 'IN'), ('sacrificial', 'JJ'), ('fire', 'NN')]]	9	1
2.32.2	अग्न्यगारस्थम्	staying in the firesanctuary	[('staying', 'VBG')]	[[('staying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('firesanctuary', 'JJ')]]	4	1
2.3.8	अग्न्यगारे	in the place set aside for sacred fire	[('set', 'VBN')]	[[('in', 'IN'), ('the', 'DT'), ('place', 'NN'), ('set', 'VBN'), ('aside', 'RB'), ('for', 'IN'), ('sacred', 'JJ'), ('fire', 'NN')]]	8	1
1.15.33	अग्य्रपौरुषम्	having foremost manliness	[('having', 'VBG'), ('foremost', 'VBN')]	[[('having', 'VBG'), ('foremost', 'VBN'), ('manliness', 'NN')]]	3	2
5.10.3	अग्य्रमालाविभूषितम्	decorated with best of garlands	[('decorated', 'VBN')]	[[('decorated', 'VBN'), ('with', 'IN'), ('best', 'JJS'), ('of', 'IN'), ('garlands', 'NNS')]]	5	1
2.5.26	अग्य्रवेषप्रमदाजनाकुलम्	thronged with excellently attired women	[('thronged', 'VBN'), ('attired', 'VBN')]	[[('thronged', 'VBN'), ('with', 'IN'), ('excellently', 'RB'), ('attired', 'VBN'), ('women', 'NNS')]]	5	2
2.105.11	अग्य्राः	leading	[('leading', 'VBG')]	[[('leading', 'VBG')]]	1	1
2.32.9	अग्य्रास्तरणम्	exquisite bed cover	[('bed', 'VBD')]	[[('exquisite', 'JJ'), ('bed', 'VBD'), ('cover', 'NN')]]	3	1
2.16.38	अग्य्रैः	charming	[('charming', 'VBG')]	[[('charming', 'VBG')]]	1	1
1.45.23	अग्रजः असि	were born earliest	[('were', 'VBD'), ('born', 'VBN')]	[[('were', 'VBD'), ('born', 'VBN'), ('earliest', 'JJS')]]	3	2
2.27.31	अग्रतः कृत्वा	placing ahead	[('placing', 'VBG')]	[[('placing', 'VBG'), ('ahead', 'RB')]]	2	1
1.4.6	अग्राहयत	got them initiated	[('got', 'VBD'), ('initiated', 'VBD')]	[[('got', 'VBD'), ('them', 'PRP'), ('initiated', 'VBD')]]	3	2
3.33.16	अग्राह्यम्	one who is not acceptable to good people	[('is', 'VBZ')]	[[('one', 'CD'), ('who', 'WP'), ('is', 'VBZ'), ('not', 'RB'), ('acceptable', 'JJ'), ('to', 'TO'), ('good', 'JJ'), ('people', 'NNS')]]	8	1
3.16.19	अग्राह्यवीर्यः	when hisSuns heat cannot be felt	[('hisSuns', 'VBZ'), ('be', 'VB'), ('felt', 'VBN')]	[[('when', 'WRB'), ('hisSuns', 'VBZ'), ('heat', 'NN'), ('cannot', 'NN'), ('be', 'VB'), ('felt', 'VBN')]]	6	3
1.43.14	अग्रे प्रायात्	marched forward	[('marched', 'VBN')]	[[('marched', 'VBN'), ('forward', 'RB')]]	2	1
2.64.21	अघशंसिना	conveying my sinful act	[('conveying', 'VBG')]	[[('conveying', 'VBG'), ('my', 'PRP$'), ('sinful', 'JJ'), ('act', 'NN')]]	4	1
5.42.32	अघोषयत् च	proclaimed	[('proclaimed', 'VBN')]	[[('proclaimed', 'VBN')]]	1	1
5.58.152	अघोषयन्	announced loudly	[('announced', 'VBD')]	[[('announced', 'VBD'), ('loudly', 'RB')]]	2	1
2.118.13	अघ्राय	having kissed	[('having', 'VBG'), ('kissed', 'VBN')]	[[('having', 'VBG'), ('kissed', 'VBN')]]	2	2
1.73.20	अङ्कुराढ्यैः	filled with sprouts	[('filled', 'VBN')]	[[('filled', 'VBN'), ('with', 'IN'), ('sprouts', 'NNS')]]	3	1
5.57.51	अङ्गदबद्धबाहुना	bedecked with armlets	[('bedecked', 'VBN')]	[[('bedecked', 'VBN'), ('with', 'IN'), ('armlets', 'NNS')]]	3	1
4.54.7	अङ्गदम्	to Angada	[('Angada', 'VB')]	[[('to', 'TO'), ('Angada', 'VB')]]	2	1
4.65.33	अङ्गदम्	to Angada	[('Angada', 'VB')]	[[('to', 'TO'), ('Angada', 'VB')]]	2	1
5.62.5	अङ्गदम्	to Angada	[('Angada', 'VB')]	[[('to', 'TO'), ('Angada', 'VB')]]	2	1
5.10.33	अङ्गदानि च	and Angadas bracelets worn on upper arms	[('worn', 'VBP')]	[[('and', 'CC'), ('Angadas', 'NNP'), ('bracelets', 'NNS'), ('worn', 'VBP'), ('on', 'IN'), ('upper', 'JJ'), ('arms', 'NNS')]]	7	1
5.35.56	अङ्गदो नाम	called Angada	[('called', 'VBN')]	[[('called', 'VBN'), ('Angada', 'NNP')]]	2	1
2.74.14	अङ्गप्रत्यङ्गजः	born from every limb big or small	[('born', 'VBN')]	[[('born', 'VBN'), ('from', 'IN'), ('every', 'DT'), ('limb', 'NN'), ('big', 'JJ'), ('or', 'CC'), ('small', 'JJ')]]	7	1
5.15.51	अङ्गप्रत्यङ्गसौष्ठवम्	charming body with perfectly symmetrical limbs	[('charming', 'VBG')]	[[('charming', 'VBG'), ('body', 'NN'), ('with', 'IN'), ('perfectly', 'RB'), ('symmetrical', 'JJ'), ('limbs', 'NNS')]]	6	1
1.24.22	अङ्गमलधारिणौ	bearing impurities of my body	[('bearing', 'VBG')]	[[('bearing', 'VBG'), ('impurities', 'NNS'), ('of', 'IN'), ('my', 'PRP$'), ('body', 'NN')]]	5	1
2.33.9	अङ्गरागोचिताम्	used to fragrant unguents	[('used', 'VBN'), ('fragrant', 'VB')]	[[('used', 'VBN'), ('to', 'TO'), ('fragrant', 'VB'), ('unguents', 'NNS')]]	4	2
1.42.25	अङ्गुष्ठाग्रनिपीडिताम्	pressing with the tip of his great toe	[('pressing', 'VBG')]	[[('pressing', 'VBG'), ('with', 'IN'), ('the', 'DT'), ('tip', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('great', 'JJ'), ('toe', 'NN')]]	8	1
2.64.10	अचक्षुषाम्	for us who have no eyes	[('have', 'VBP')]	[[('for', 'IN'), ('us', 'PRP'), ('who', 'WP'), ('have', 'VBP'), ('no', 'DT'), ('eyes', 'NNS')]]	6	1
3.31.14	अचचक्षे	started telling	[('started', 'VBN'), ('telling', 'VBG')]	[[('started', 'VBN'), ('telling', 'VBG')]]	2	2
4.50.17	अचन्द्रसूर्यम्	where there is no Moon or Sun light	[('is', 'VBZ')]	[[('where', 'WRB'), ('there', 'EX'), ('is', 'VBZ'), ('no', 'DT'), ('Moon', 'NNP'), ('or', 'CC'), ('Sun', 'NNP'), ('light', 'NN')]]	8	1
4.66.10	अचरत्	she was wandering	[('was', 'VBD'), ('wandering', 'VBG')]	[[('she', 'PRP'), ('was', 'VBD'), ('wandering', 'VBG')]]	3	2
2.114.9	अचरन्तीं	no longer grazing	[('grazing', 'VBG')]	[[('no', 'RB'), ('longer', 'RBR'), ('grazing', 'VBG')]]	3	1
5.10.22	अचलसङ्काशः	he appeared like a mountain	[('appeared', 'VBD')]	[[('he', 'PRP'), ('appeared', 'VBD'), ('like', 'IN'), ('a', 'DT'), ('mountain', 'NN')]]	5	1
5.22.27	अचलसङ्काशः	looked like a mountain	[('looked', 'VBN')]	[[('looked', 'VBN'), ('like', 'IN'), ('a', 'DT'), ('mountain', 'NN')]]	4	1
1.40.19	अचलोपमम्	resembling mountain	[('resembling', 'VBG')]	[[('resembling', 'VBG'), ('mountain', 'NN')]]	2	1
3.68.19	अचलोपमम्	looking like a mountain	[('looking', 'VBG')]	[[('looking', 'VBG'), ('like', 'IN'), ('a', 'DT'), ('mountain', 'NN')]]	4	1
5.68.26	अचारत्	making	[('making', 'VBG')]	[[('making', 'VBG')]]	1	1
2.45.33	अचारयत्	made them graze	[('made', 'VBN'), ('graze', 'VB')]	[[('made', 'VBN'), ('them', 'PRP'), ('graze', 'VB')]]	3	2
1.43.5	अचिन्तयच्च	also thought over	[('thought', 'VBN')]	[[('also', 'RB'), ('thought', 'VBN'), ('over', 'RP')]]	3	1
5.53.44	अचिन्तयत्	pondered over	[('pondered', 'VBN')]	[[('pondered', 'VBN'), ('over', 'IN')]]	2	1
5.55.21	अचिन्तयत्	he reflected upon them again	[('reflected', 'VBD')]	[[('he', 'PRP'), ('reflected', 'VBD'), ('upon', 'IN'), ('them', 'PRP'), ('again', 'RB')]]	5	1
5.9.73	अचिन्तयत्	he thought	[('thought', 'VBD')]	[[('he', 'PRP'), ('thought', 'VBD')]]	2	1
2.27.11	अचिन्तयन्ती	without thinking	[('thinking', 'VBG')]	[[('without', 'IN'), ('thinking', 'VBG')]]	2	1
5.59.25	अचिन्तयन्ती	not even thinking	[('thinking', 'VBG')]	[[('not', 'RB'), ('even', 'RB'), ('thinking', 'VBG')]]	3	1
2.64.2	अचिन्तयम्	reflected	[('reflected', 'VBN')]	[[('reflected', 'VBN')]]	1	1
3.51.10	अचिन्तयित्वा	without minding	[('minding', 'VBG')]	[[('without', 'IN'), ('minding', 'VBG')]]	2	1
5.16.19	अचिन्तयित्वा	not caring for	[('caring', 'VBG')]	[[('not', 'RB'), ('caring', 'VBG'), ('for', 'IN')]]	3	1
5.63.5	अचिन्तयित्वा	not cared for	[('cared', 'VBN')]	[[('not', 'RB'), ('cared', 'VBN'), ('for', 'IN')]]	3	1
1.51.14	अचिन्त्यकर्मा	performed deeds defying imagination	[('performed', 'VBN'), ('defying', 'VBG')]	[[('performed', 'VBN'), ('deeds', 'NNS'), ('defying', 'VBG'), ('imagination', 'NN')]]	4	2
2.102.38	अचिरप्रोषितम्	exiled recently	[('exiled', 'VBN')]	[[('exiled', 'VBN'), ('recently', 'RB')]]	2	1
5.19.18	अचिरोद्धृताम्	just plucked out	[('plucked', 'VBN')]	[[('just', 'RB'), ('plucked', 'VBN'), ('out', 'RP')]]	3	1
2.20.6	अचुक्रुशुश्च एव	blamed also	[('blamed', 'VBN')]	[[('blamed', 'VBN'), ('also', 'RB')]]	2	1
3.22.26	अचूचुदत्	impelled him to drive	[('impelled', 'VBD'), ('drive', 'VB')]	[[('impelled', 'VBD'), ('him', 'PRP'), ('to', 'TO'), ('drive', 'VB')]]	4	2
3.38.20	अचेतनः	lost conciousness	[('lost', 'VBN')]	[[('lost', 'VBN'), ('conciousness', 'NN')]]	2	1
2.75.60	अचेतनम्	lying unconscious	[('lying', 'VBG')]	[[('lying', 'VBG'), ('unconscious', 'JJ')]]	2	1
1.4.27	अचोदयत्	urged	[('urged', 'VBD')]	[[('urged', 'VBD')]]	1	1
2.40.16	अचोदयत्	drove them	[('drove', 'VB')]	[[('drove', 'VB'), ('them', 'PRP')]]	2	1
2.92.31	अचोदयत्	urged	[('urged', 'VBD')]	[[('urged', 'VBD')]]	1	1
3.25.2	अचोदयत्	ordered to go	[('ordered', 'VBN'), ('go', 'VB')]	[[('ordered', 'VBN'), ('to', 'TO'), ('go', 'VB')]]	3	2
2.82.26	अचोदयन्	urged	[('urged', 'VBD')]	[[('urged', 'VBD')]]	1	1
2.20.2	अचोदितः	without being urged	[('being', 'VBG'), ('urged', 'VBN')]	[[('without', 'IN'), ('being', 'VBG'), ('urged', 'VBN')]]	3	2
3.51.42	अच्छिनत्	cut off	[('cut', 'VBN')]	[[('cut', 'VBN'), ('off', 'RP')]]	2	1
3.70.8	अच्छिन्दताम्	cut off	[('cut', 'VBN')]	[[('cut', 'VBN'), ('off', 'RP')]]	2	1
3.3.7	अच्छेद्याभेद्यत्वमेव च	not to be cut or broken by any	[('be', 'VB'), ('cut', 'VBN'), ('broken', 'VBN')]	[[('not', 'RB'), ('to', 'TO'), ('be', 'VB'), ('cut', 'VBN'), ('or', 'CC'), ('broken', 'VBN'), ('by', 'IN'), ('any', 'DT')]]	8	3
2.11.18	अच्यावयत्	pulled down	[('pulled', 'VBD')]	[[('pulled', 'VBD'), ('down', 'RP')]]	2	1
1.51.22	अजगाम	reached	[('reached', 'VBN')]	[[('reached', 'VBN')]]	1	1
2.14.45	अजज्ञिवान्	was unaware	[('was', 'VBD')]	[[('was', 'VBD'), ('unaware', 'JJ')]]	2	1
1.17.10	अजनयत्	gave birth	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN')]]	2	1
1.18.13	अजनयत्	gave birth	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN')]]	2	1
1.18.8	अजनयत्	gave birth	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN')]]	2	1
1.21.17	अजनयत्	gave birth	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN')]]	2	1
3.14.15	अजनयत्	gave birth to	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN'), ('to', 'TO')]]	3	1
3.14.16	अजनयत्	gave birth to	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN'), ('to', 'TO')]]	3	1
3.14.26	अजनयत्	gave girth to	[('gave', 'VBD')]	[[('gave', 'VBD'), ('girth', 'NN'), ('to', 'TO')]]	3	1
3.14.26	अजनयत्	gave birth to	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN'), ('to', 'TO')]]	3	1
3.14.28	अजनयत्	procreated	[('procreated', 'VBN')]	[[('procreated', 'VBN')]]	1	1
3.14.29	अजनयत्	procreated	[('procreated', 'VBN')]	[[('procreated', 'VBN')]]	1	1
1.17.29	अजनयन्	created	[('created', 'VBN')]	[[('created', 'VBN')]]	1	1
1.23.20	अजपन्	recited	[('recited', 'VBN')]	[[('recited', 'VBN')]]	1	1
2.14.48	अजयत्	conquered	[('conquered', 'VBN')]	[[('conquered', 'VBN')]]	1	1
2.110.30	अजस्यैव	to Aja	[('Aja', 'VB')]	[[('to', 'TO'), ('Aja', 'VB')]]	2	1
2.21.13	अजानतः	of one who does not know	[('does', 'VBZ'), ('know', 'VB')]	[[('of', 'IN'), ('one', 'CD'), ('who', 'WP'), ('does', 'VBZ'), ('not', 'RB'), ('know', 'VB')]]	6	2
4.51.6	अजानताम्	do not know	[('do', 'VB'), ('know', 'VB')]	[[('do', 'VB'), ('not', 'RB'), ('know', 'VB')]]	3	2
3.51.26	अजानन्तः	not knowing	[('knowing', 'VBG')]	[[('not', 'RB'), ('knowing', 'VBG')]]	2	1
2.72.14	अजानन्तम्	ignorant of what had transpired	[('had', 'VBD'), ('transpired', 'VBN')]	[[('ignorant', 'NN'), ('of', 'IN'), ('what', 'WP'), ('had', 'VBD'), ('transpired', 'VBN')]]	5	2
2.2.23	अजानन्निव	as if he did not know earlier	[('did', 'VBD'), ('know', 'VB')]	[[('as', 'IN'), ('if', 'IN'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('know', 'VB'), ('earlier', 'JJR')]]	7	2
5.24.44	अजामुखी नाम	called Ajamukhi	[('called', 'VBN')]	[[('called', 'VBN'), ('Ajamukhi', 'NN')]]	2	1
5.17.9	अजामुखीः	having goats face	[('having', 'VBG'), ('face', 'VBP')]	[[('having', 'VBG'), ('goats', 'NNS'), ('face', 'VBP')]]	3	2
1.17.18	अजायत	was born	[('was', 'VBD'), ('born', 'VBN')]	[[('was', 'VBD'), ('born', 'VBN')]]	2	2
1.17.6	अजायत	was created	[('was', 'VBD'), ('created', 'VBN')]	[[('was', 'VBD'), ('created', 'VBN')]]	2	2
1.25.8	अजायत	gave birth	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN')]]	2	1
2.110.15	अजायत	was born	[('was', 'VBD'), ('born', 'VBN')]	[[('was', 'VBD'), ('born', 'VBN')]]	2	2
3.14.27	अजायत	gave birth to	[('gave', 'VBD')]	[[('gave', 'VBD'), ('birth', 'NN'), ('to', 'TO')]]	3	1
5.55.2	अजायत	was felt	[('was', 'VBD'), ('felt', 'VBN')]	[[('was', 'VBD'), ('felt', 'VBN')]]	2	2
3.37.12	अजितेन्द्रियः	not that he has no control over the senses	[('has', 'VBZ')]	[[('not', 'RB'), ('that', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('no', 'DT'), ('control', 'NN'), ('over', 'IN'), ('the', 'DT'), ('senses', 'NNS')]]	9	1
3.41.15	अजितेन्द्रियः	having no control over the senses	[('having', 'VBG')]	[[('having', 'VBG'), ('no', 'DT'), ('control', 'NN'), ('over', 'IN'), ('the', 'DT'), ('senses', 'NNS')]]	6	1
3.48.22	अजितेन्द्रियः	having no control over the senses	[('having', 'VBG')]	[[('having', 'VBG'), ('no', 'DT'), ('control', 'NN'), ('over', 'IN'), ('the', 'DT'), ('senses', 'NNS')]]	6	1
2.2.9	अजितेन्द्रियैः	by those who have not controlled their senses	[('have', 'VBP'), ('controlled', 'VBN')]	[[('by', 'IN'), ('those', 'DT'), ('who', 'WP'), ('have', 'VBP'), ('not', 'RB'), ('controlled', 'VBN'), ('their', 'PRP$'), ('senses', 'NNS')]]	8	2
3.25.17	अजिह्मगान्	going straight without missing the goal	[('going', 'VBG'), ('missing', 'VBG')]	[[('going', 'VBG'), ('straight', 'RB'), ('without', 'IN'), ('missing', 'VBG'), ('the', 'DT'), ('goal', 'NN')]]	6	2
3.34.27	अजिह्मगैः	not moving obliquely	[('moving', 'VBG')]	[[('not', 'RB'), ('moving', 'VBG'), ('obliquely', 'RB')]]	3	1
3.39.25	अजिह्मगैः	that which moves straight	[('moves', 'VBZ')]	[[('that', 'DT'), ('which', 'WDT'), ('moves', 'VBZ'), ('straight', 'RB')]]	4	1
3.51.9	अजिह्मगैः	going straight	[('going', 'VBG')]	[[('going', 'VBG'), ('straight', 'NN')]]	2	1
3.67.11	अजिह्मगैः	by those which can go straight	[('go', 'VB')]	[[('by', 'IN'), ('those', 'DT'), ('which', 'WDT'), ('can', 'MD'), ('go', 'VB'), ('straight', 'RB')]]	6	1
2.38.7	अजीवनार्हेण	unfit to live	[('live', 'VB')]	[[('unfit', 'JJ'), ('to', 'TO'), ('live', 'VB')]]	3	1
3.3.17	अजृम्भत	yawned	[('yawned', 'VBN')]	[[('yawned', 'VBN')]]	1	1
5.2.44	अज्ञातः	without being detected	[('being', 'VBG'), ('detected', 'VBN')]	[[('without', 'IN'), ('being', 'VBG'), ('detected', 'VBN')]]	3	2
5.32.14	अञ्चलिम्	having folded palms	[('having', 'VBG'), ('folded', 'VBN')]	[[('having', 'VBG'), ('folded', 'VBN'), ('palms', 'NNS')]]	3	2
4.37.20	अञ्जनसङ्काशाः	who were like collyrium	[('were', 'VBD')]	[[('who', 'WP'), ('were', 'VBD'), ('like', 'IN'), ('collyrium', 'NN')]]	4	1
1.6.23	अञ्जनात्	from Anjana one of the Diggajas guarding a quarter	[('guarding', 'VBG')]	[[('from', 'IN'), ('Anjana', 'NNP'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('Diggajas', 'NNP'), ('guarding', 'VBG'), ('a', 'DT'), ('quarter', 'NN')]]	9	1
