म०,सू०,मं०,अष्ट०,अ०,व०,Mantra
1,15,1,1,1,28,इन्द्र॒ सोमं॒ पिब॑ ऋ॒तुना त्वा॑ विश॒न्त्विन्द॑वः । म॒त्स॒रास॒स्तदो॑कसः ॥
1,15,2,1,1,28,मरु॑त॒ः पिब॑त ऋ॒तुना॑ पो॒त्राद्य॒ज्ञं पु॑नीतन । यू॒यं हि ष्ठा सु॑दानवः ॥
1,15,3,1,1,28,अ॒भि य॒ज्ञं गृ॑णीहि नो॒ ग्नावो॒ नेष्ट॒ः पिब॑ ऋ॒तुना॑ । त्वं हि र॑त्न॒धा असि॑ ॥
1,15,4,1,1,28,अग्ने॑ दे॒वाँ इ॒हा व॑ह सा॒दया॒ योनि॑षु त्रि॒षु । परि॑ भूष॒ पिब॑ ऋ॒तुना॑ ॥
1,15,5,1,1,28,ब्राह्म॑णादिन्द्र॒ राध॑स॒ः पिबा॒ सोम॑मृ॒तूँरनु॑ । तवेद्धि स॒ख्यमस्तृ॑तम् ॥
1,15,6,1,1,28,यु॒वं दक्षं॑ धृतव्रत॒ मित्रा॑वरुण दू॒ळभ॑म् । ऋ॒तुना॑ य॒ज्ञमा॑शाथे ॥
1,15,7,1,1,29,द्र॒वि॒णो॒दा द्रवि॑णसो॒ ग्राव॑हस्तासो अध्व॒रे । य॒ज्ञेषु॑ दे॒वमी॑ळते ॥
1,15,8,1,1,29,द्र॒वि॒णो॒दा द॑दातु नो॒ वसू॑नि॒ यानि॑ शृण्वि॒रे । दे॒वेषु॒ ता व॑नामहे ॥
1,15,9,1,1,29,द्र॒वि॒णो॒दाः पि॑पीषति जु॒होत॒ प्र च॑ तिष्ठत । ने॒ष्ट्रादृ॒तुभि॑रिष्यत ॥
1,15,10,1,1,29,यत्त्वा॑ तु॒रीय॑मृ॒तुभि॒र्द्रवि॑णोदो॒ यजा॑महे । अध॑ स्मा नो द॒दिर्भ॑व ॥
1,15,11,1,1,29,अश्वि॑ना॒ पिब॑तं॒ मधु॒ दीद्य॑ग्नी शुचिव्रता । ऋ॒तुना॑ यज्ञवाहसा ॥
1,15,12,1,1,29,गार्ह॑पत्येन सन्त्य ऋ॒तुना॑ यज्ञ॒नीर॑सि । दे॒वान्दे॑वय॒ते य॑ज ॥
1,16,1,1,1,30,आ त्वा॑ वहन्तु॒ हर॑यो॒ वृष॑णं॒ सोम॑पीतये । इन्द्र॑ त्वा॒ सूर॑चक्षसः ॥
1,16,2,1,1,30,इ॒मा धा॒ना घृ॑त॒स्नुवो॒ हरी॑ इ॒होप॑ वक्षतः । इन्द्रं॑ सु॒खत॑मे॒ रथे॑ ॥
1,16,3,1,1,30,इन्द्रं॑ प्रा॒तर्ह॑वामह॒ इन्द्रं॑ प्रय॒त्य॑ध्व॒रे । इन्द्रं॒ सोम॑स्य पी॒तये॑ ॥
1,16,4,1,1,30,उप॑ नः सु॒तमा ग॑हि॒ हरि॑भिरिन्द्र के॒शिभि॑ः । सु॒ते हि त्वा॒ हवा॑महे ॥
1,16,5,1,1,30,सेमं न॒ः स्तोम॒मा ग॒ह्युपे॒दं सव॑नं सु॒तम् । गौ॒रो न तृ॑षि॒तः पि॑ब ॥
1,16,6,1,1,31,इ॒मे सोमा॑स॒ इन्द॑वः सु॒तासो॒ अधि॑ ब॒र्हिषि॑ । ताँ इ॑न्द्र॒ सह॑से पिब ॥
1,16,7,1,1,31,अ॒यं ते॒ स्तोमो॑ अग्रि॒यो हृ॑दि॒स्पृग॑स्तु॒ शंत॑मः । अथा॒ सोमं॑ सु॒तं पि॑ब ॥
1,16,8,1,1,31,विश्व॒मित्सव॑नं सु॒तमिन्द्रो॒ मदा॑य गच्छति । वृ॒त्र॒हा सोम॑पीतये ॥
1,16,9,1,1,31,सेमं न॒ः काम॒मा पृ॑ण॒ गोभि॒रश्वै॑ः शतक्रतो । स्तवा॑म त्वा स्वा॒ध्य॑ः ॥
1,17,1,1,1,32,इन्द्रा॒वरु॑णयोर॒हं स॒म्राजो॒रव॒ आ वृ॑णे । ता नो॑ मृळात ई॒दृशे॑ ॥
1,17,2,1,1,32,गन्ता॑रा॒ हि स्थोऽव॑से॒ हवं॒ विप्र॑स्य॒ माव॑तः । ध॒र्तारा॑ चर्षणी॒नाम् ॥
1,17,3,1,1,32,अ॒नु॒का॒मं त॑र्पयेथा॒मिन्द्रा॑वरुण रा॒य आ । ता वां॒ नेदि॑ष्ठमीमहे ॥
1,17,4,1,1,32,यु॒वाकु॒ हि शची॑नां यु॒वाकु॑ सुमती॒नाम् । भू॒याम॑ वाज॒दाव्ना॑म् ॥
1,17,5,1,1,32,इन्द्र॑ः सहस्र॒दाव्नां॒ वरु॑ण॒ः शंस्या॑नाम् । क्रतु॑र्भवत्यु॒क्थ्य॑ः ॥
1,17,6,1,1,33,तयो॒रिदव॑सा व॒यं स॒नेम॒ नि च॑ धीमहि । स्यादु॒त प्र॒रेच॑नम् ॥
1,17,7,1,1,33,इन्द्रा॑वरुण वाम॒हं हु॒वे चि॒त्राय॒ राध॑से । अ॒स्मान्सु जि॒ग्युष॑स्कृतम् ॥
1,17,8,1,1,33,इन्द्रा॑वरुण॒ नू नु वां॒ सिषा॑सन्तीषु धी॒ष्वा । अ॒स्मभ्यं॒ शर्म॑ यच्छतम् ॥
1,17,9,1,1,33,प्र वा॑मश्नोतु सुष्टु॒तिरिन्द्रा॑वरुण॒ यां हु॒वे । यामृ॒धाथे॑ स॒धस्तु॑तिम् ॥
1,18,1,1,1,34,सो॒मानं॒ स्वर॑णं कृणु॒हि ब्र॑ह्मणस्पते । क॒क्षीव॑न्तं॒ य औ॑शि॒जः ॥
1,18,2,1,1,34,यो रे॒वान्यो अ॑मीव॒हा व॑सु॒वित्पु॑ष्टि॒वर्ध॑नः । स न॑ः सिषक्तु॒ यस्तु॒रः ॥
1,18,3,1,1,34,मा न॒ः शंसो॒ अर॑रुषो धू॒र्तिः प्रण॒ङ्मर्त्य॑स्य । रक्षा॑ णो ब्रह्मणस्पते ॥
1,18,4,1,1,34,स घा॑ वी॒रो न रि॑ष्यति॒ यमिन्द्रो॒ ब्रह्म॑ण॒स्पति॑ः । सोमो॑ हि॒नोति॒ मर्त्य॑म् ॥
1,18,5,1,1,34,त्वं तं ब्र॑ह्मणस्पते॒ सोम॒ इन्द्र॑श्च॒ मर्त्य॑म् । दक्षि॑णा पा॒त्वंह॑सः ॥
1,18,6,1,1,35,सद॑स॒स्पति॒मद्भु॑तं प्रि॒यमिन्द्र॑स्य॒ काम्य॑म् । स॒निं मे॒धाम॑यासिषम् ॥
1,18,7,1,1,35,यस्मा॑दृ॒ते न सिध्य॑ति य॒ज्ञो वि॑प॒श्चित॑श्च॒न । स धी॒नां योग॑मिन्वति ॥
1,18,8,1,1,35,आदृ॑ध्नोति ह॒विष्कृ॑तिं॒ प्राञ्चं॑ कृणोत्यध्व॒रम् । होत्रा॑ दे॒वेषु॑ गच्छति ॥
1,18,9,1,1,35,नरा॒शंसं॑ सु॒धृष्ट॑म॒मप॑श्यं स॒प्रथ॑स्तमम् । दि॒वो न सद्म॑मखसम् ॥
1,19,1,1,1,36,प्रति॒ त्यं चारु॑मध्व॒रं गो॑पी॒थाय॒ प्र हू॑यसे । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,2,1,1,36,न॒हि दे॒वो न मर्त्यो॑ म॒हस्तव॒ क्रतुं॑ प॒रः । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,3,1,1,36,ये म॒हो रज॑सो वि॒दुर्विश्वे॑ दे॒वासो॑ अ॒द्रुह॑ः । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,4,1,1,36,य उ॒ग्रा अ॒र्कमा॑नृ॒चुरना॑धृष्टास॒ ओज॑सा । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,5,1,1,36,ये शु॒भ्रा घो॒रव॑र्पसः सुक्ष॒त्रासो॑ रि॒शाद॑सः । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,6,1,1,37,ये नाक॒स्याधि॑ रोच॒ने दि॒वि दे॒वास॒ आस॑ते । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,7,1,1,37,य ई॒ङ्खय॑न्ति॒ पर्व॑तान्ति॒रः स॑मु॒द्रम॑र्ण॒वम् । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,8,1,1,37,आ ये त॒न्वन्ति॑ र॒श्मिभि॑स्ति॒रः स॑मु॒द्रमोज॑सा । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,19,9,1,1,37,अ॒भि त्वा॑ पू॒र्वपी॑तये सृ॒जामि॑ सो॒म्यं मधु॑ । म॒रुद्भि॑रग्न॒ आ ग॑हि ॥
1,20,1,1,2,1,अ॒यं दे॒वाय॒ जन्म॑ने॒ स्तोमो॒ विप्रे॑भिरास॒या । अका॑रि रत्न॒धात॑मः ॥
1,20,2,1,2,1,य इन्द्रा॑य वचो॒युजा॑ तत॒क्षुर्मन॑सा॒ हरी॑ । शमी॑भिर्य॒ज्ञमा॑शत ॥
1,20,3,1,2,1,तक्ष॒न्नास॑त्याभ्यां॒ परि॑ज्मानं सु॒खं रथ॑म् । तक्ष॑न्धे॒नुं स॑ब॒र्दुघा॑म् ॥
1,20,4,1,2,1,युवा॑ना पि॒तरा॒ पुन॑ः स॒त्यम॑न्त्रा ऋजू॒यव॑ः । ऋ॒भवो॑ वि॒ष्ट्य॑क्रत ॥
1,20,5,1,2,1,सं वो॒ मदा॑सो अग्म॒तेन्द्रे॑ण च म॒रुत्व॑ता । आ॒दि॒त्येभि॑श्च॒ राज॑भिः ॥
1,20,6,1,2,2,उ॒त त्यं च॑म॒सं नवं॒ त्वष्टु॑र्दे॒वस्य॒ निष्कृ॑तम् । अक॑र्त च॒तुर॒ः पुन॑ः ॥
1,20,7,1,2,2,ते नो॒ रत्ना॑नि धत्तन॒ त्रिरा साप्ता॑नि सुन्व॒ते । एक॑मेकं सुश॒स्तिभि॑ः ॥
1,20,8,1,2,2,अधा॑रयन्त॒ वह्न॒योऽभ॑जन्त सुकृ॒त्यया॑ । भा॒गं दे॒वेषु॑ य॒ज्ञिय॑म् ॥
1,21,1,1,2,3,इ॒हेन्द्रा॒ग्नी उप॑ ह्वये॒ तयो॒रित्स्तोम॑मुश्मसि । ता सोमं॑ सोम॒पात॑मा ॥
1,21,2,1,2,3,ता य॒ज्ञेषु॒ प्र शं॑सतेन्द्रा॒ग्नी शु॑म्भता नरः । ता गा॑य॒त्रेषु॑ गायत ॥
1,21,3,1,2,3,ता मि॒त्रस्य॒ प्रश॑स्तय इन्द्रा॒ग्नी ता ह॑वामहे । सो॒म॒पा सोम॑पीतये ॥
1,21,4,1,2,3,उ॒ग्रा सन्ता॑ हवामह॒ उपे॒दं सव॑नं सु॒तम् । इ॒न्द्रा॒ग्नी एह ग॑च्छताम् ॥
1,21,5,1,2,3,ता म॒हान्ता॒ सद॒स्पती॒ इन्द्रा॑ग्नी॒ रक्ष॑ उब्जतम् । अप्र॑जाः सन्त्व॒त्रिण॑ः ॥
1,21,6,1,2,3,तेन॑ स॒त्येन॑ जागृत॒मधि॑ प्रचे॒तुने॑ प॒दे । इन्द्रा॑ग्नी॒ शर्म॑ यच्छतम् ॥
