Mandala,Sukta,MantraNum,Mantra
1,23,12,हस्काराद्विद्युतस्पर्यतो जाता अवन्तु नः। मरुतो मृळयन्तु नः॥
1,23,13,आ पूषञ्चित्रबर्हिषमाघृणे धरुणं दिवः। आजा नष्टं यथा पशुम्॥
1,23,14,पूषा राजानमाघृणिरपगूळ्हं गुहा हितम्। अविन्दच्चित्रबर्हिषम्॥
1,23,15,उतो स मह्यमिन्दुभिः षड्युक्ताँ अनुसेषिधत्। गोभिर्यवं न चर्कृषत्॥
1,23,16,अम्बयो यन्त्यध्वभिर्जामयो अध्वरीयताम्। पृञ्चतीर्मधुना पयः॥
1,23,17,अमूर्या उप सूर्ये याभिर्वा सूर्यः सह। ता नो हिन्वन्त्वध्वरम्॥
1,23,18,अपो देवीरुप ह्वये यत्र गावः पिबन्ति नः। सिन्धुभ्यः कर्त्वं हविः॥
1,23,19,अप्स्वन्तरमृतमप्सु भेषजमपामुत प्रशस्तये। देवा भवत वाजिनः॥
1,23,20,अप्सु मे सोमो अब्रवीदन्तर्विश्वानि भेषजा। अग्निं च विश्वशम्भुवमापश्च विश्वभेषजीः॥
1,23,21,आपः पृणीत भेषजं वरूथं तन्वे मम। ज्योक्च सूर्यं दृशे॥
1,23,22,इदमापः प्र वहत यत्किं च दुरितं मयि। यद्वाहमभिदुद्रोह यद्वा शेप उतानृतम्॥
1,23,23,आपो अद्यान्वचारिषं रसेन समगस्महि। पयस्वानग्न आ गहि तं मा सं सृज वर्चसा॥
1,23,24,सं माग्ने वर्चसा सृज सं प्रजया समायुषा। विद्युर्मे अस्य देवा इन्द्रो विद्यात्सह ऋषिभिः॥
1,24,1,कस्य नूनं कतमस्यामृतानां मनामहे चारु देवस्य नाम। को नो मह्या अदितये पुनर्दात्पितरं च दृशेयं मातरं च॥
1,24,2,अग्नेर्वयं प्रथमस्यामृतानां मनामहे चारु देवस्य नाम। स नो मह्या अदितये पुनर्दात्पितरं च दृशेयं मातरं च॥
1,24,3,अभि त्वा देव सवितरीशानं वार्याणाम्। सदावन्भागमीमहे॥
